temperature[F],precipitation[cm/hour],wind[km/hour],j,d_j
13.9,52.5,2.68,3,82
13.9,52.5,2.68,4,86
13.9,52.5,2.68,5,124
13.9,52.5,2.68,6,116
13.9,52.5,2.68,7,73
13.9,52.5,2.68,8,140
13.9,52.5,2.68,9,139
13.9,52.5,2.68,10,93
91.0,26.32,4.6,1,206
91.0,26.32,4.6,2,169
91.0,26.32,4.6,3,146
91.0,26.32,4.6,4,150
91.0,26.32,4.6,5,209
91.0,26.32,4.6,6,196
91.0,26.32,4.6,7,131
91.0,26.32,4.6,8,240
91.0,26.32,4.6,9,249
91.0,26.32,4.6,10,160
74.3,10.6,1.53,1,230
74.3,10.6,1.53,2,196
74.3,10.6,1.53,3,163
74.3,10.6,1.53,4,177
74.3,10.6,1.53,5,244
74.3,10.6,1.53,6,224
74.3,10.6,1.53,7,150
74.3,10.6,1.53,8,274
74.3,10.6,1.53,9,289
74.3,10.6,1.53,10,192
61.2,20.2,2.7,1,190
61.2,20.2,2.7,2,168
61.2,20.2,2.7,3,143
61.2,20.2,2.7,4,149
61.2,20.2,2.7,5,196
61.2,20.2,2.7,6,190
61.2,20.2,2.7,7,129
61.2,20.2,2.7,8,230
61.2,20.2,2.7,9,242
61.2,20.2,2.7,10,160
55.3,23.26,1.73,1,197
55.3,23.26,1.73,2,160
55.3,23.26,1.73,3,133
55.3,23.26,1.73,4,139
55.3,23.26,1.73,5,196
55.3,23.26,1.73,6,181
55.3,23.26,1.73,7,131
55.3,23.26,1.73,8,220
55.3,23.26,1.73,9,236
55.3,23.26,1.73,10,154
21.4,50.75,4.97,1,109
21.4,50.75,4.97,2,90
21.4,50.75,4.97,3,77
21.4,50.75,4.97,4,81
21.4,50.75,4.97,5,114
21.4,50.75,4.97,6,113
21.4,50.75,4.97,7,72
21.4,50.75,4.97,8,127
21.4,50.75,4.97,9,134
21.4,50.75,4.97,10,87
20.9,23.88,1.08,1,159
20.9,23.88,1.08,2,129
20.9,23.88,1.08,3,115
20.9,23.88,1.08,4,111
20.9,23.88,1.08,5,159
20.9,23.88,1.08,6,151
20.9,23.88,1.08,7,107
20.9,23.88,1.08,8,186
20.9,23.88,1.08,9,192
20.9,23.88,1.08,10,127
84.1,40.65,4.41,1,178
84.1,40.65,4.41,2,155
84.1,40.65,4.41,3,133
84.1,40.65,4.41,4,130
84.1,40.65,4.41,5,186
84.1,40.65,4.41,6,169
84.1,40.65,4.41,7,115
84.1,40.65,4.41,8,213
84.1,40.65,4.41,9,225
84.1,40.65,4.41,10,148
31.0,9.92,0.6,1,189
31.0,9.92,0.6,2,155
31.0,9.92,0.6,3,134
31.0,9.92,0.6,4,136
31.0,9.92,0.6,5,196
31.0,9.92,0.6,6,176
31.0,9.92,0.6,7,123
31.0,9.92,0.6,8,212
31.0,9.92,0.6,9,228
31.0,9.92,0.6,10,157
73.2,58.93,3.29,1,154
73.2,58.93,3.29,2,131
73.2,58.93,3.29,3,119
73.2,58.93,3.29,4,117
73.2,58.93,3.29,5,169
73.2,58.93,3.29,6,150
73.2,58.93,3.29,7,104
73.2,58.93,3.29,8,185
73.2,58.93,3.29,9,199
73.2,58.93,3.29,10,131
59.5,41.86,2.72,1,169
59.5,41.86,2.72,2,144
59.5,41.86,2.72,3,125
59.5,41.86,2.72,4,125
59.5,41.86,2.72,5,174
59.5,41.86,2.72,6,163
59.5,41.86,2.72,7,115
59.5,41.86,2.72,8,196
59.5,41.86,2.72,9,207
59.5,41.86,2.72,10,134
55.2,12.81,2.08,1,200
55.2,12.81,2.08,2,173
55.2,12.81,2.08,3,143
55.2,12.81,2.08,4,149
55.2,12.81,2.08,5,210
55.2,12.81,2.08,6,190
55.2,12.81,2.08,7,126
55.2,12.81,2.08,8,239
55.2,12.81,2.08,9,249
55.2,12.81,2.08,10,166
62.7,24.78,1.61,1,197
62.7,24.78,1.61,2,167
62.7,24.78,1.61,3,149
62.7,24.78,1.61,4,146
62.7,24.78,1.61,5,206
62.7,24.78,1.61,6,199
62.7,24.78,1.61,7,130
62.7,24.78,1.61,8,237
62.7,24.78,1.61,9,249
62.7,24.78,1.61,10,161
20.5,13.48,4.58,1,138
20.5,13.48,4.58,2,123
20.5,13.48,4.58,3,105
20.5,13.48,4.58,4,106
20.5,13.48,4.58,5,144
20.5,13.48,4.58,6,132
20.5,13.48,4.58,7,92
20.5,13.48,4.58,8,166
20.5,13.48,4.58,9,177
20.5,13.48,4.58,10,110
20.1,44.85,0.93,1,140
20.1,44.85,0.93,2,118
20.1,44.85,0.93,3,102
20.1,44.85,0.93,4,105
20.1,44.85,0.93,5,145
20.1,44.85,0.93,6,129
20.1,44.85,0.93,7,86
20.1,44.85,0.93,8,165
20.1,44.85,0.93,9,175
20.1,44.85,0.93,10,117
44.0,54.08,3.56,1,138
44.0,54.08,3.56,2,109
44.0,54.08,3.56,3,96
44.0,54.08,3.56,4,96
44.0,54.08,3.56,5,137
44.0,54.08,3.56,6,131
44.0,54.08,3.56,7,90
44.0,54.08,3.56,8,157
44.0,54.08,3.56,9,170
44.0,54.08,3.56,10,113
77.5,30.38,4.38,1,183
77.5,30.38,4.38,2,158
77.5,30.38,4.38,3,136
77.5,30.38,4.38,4,140
77.5,30.38,4.38,5,193
77.5,30.38,4.38,6,181
77.5,30.38,4.38,7,123
77.5,30.38,4.38,8,222
77.5,30.38,4.38,9,236
77.5,30.38,4.38,10,154
46.4,41.59,2.68,1,152
46.4,41.59,2.68,2,133
46.4,41.59,2.68,3,107
46.4,41.59,2.68,4,118
46.4,41.59,2.68,5,164
46.4,41.59,2.68,6,147
46.4,41.59,2.68,7,98
46.4,41.59,2.68,8,184
46.4,41.59,2.68,9,198
46.4,41.59,2.68,10,125
30.9,18.2,2.99,1,162
30.9,18.2,2.99,2,135
30.9,18.2,2.99,3,115
30.9,18.2,2.99,4,120
30.9,18.2,2.99,5,161
30.9,18.2,2.99,6,159
30.9,18.2,2.99,7,100
30.9,18.2,2.99,8,186
30.9,18.2,2.99,9,202
30.9,18.2,2.99,10,133
92.3,56.08,1.42,1,198
92.3,56.08,1.42,2,163
92.3,56.08,1.42,3,142
92.3,56.08,1.42,4,143
92.3,56.08,1.42,5,204
92.3,56.08,1.42,6,190
92.3,56.08,1.42,7,123
92.3,56.08,1.42,8,228
92.3,56.08,1.42,9,246
92.3,56.08,1.42,10,158
50.7,12.89,0.29,1,205
50.7,12.89,0.29,2,175
50.7,12.89,0.29,3,154
50.7,12.89,0.29,4,161
50.7,12.89,0.29,5,215
50.7,12.89,0.29,6,208
50.7,12.89,0.29,7,137
50.7,12.89,0.29,8,247
50.7,12.89,0.29,9,265
50.7,12.89,0.29,10,174
54.5,4.6,2.02,1,207
54.5,4.6,2.02,2,173
54.5,4.6,2.02,3,151
54.5,4.6,2.02,4,160
54.5,4.6,2.02,5,216
54.5,4.6,2.02,6,201
54.5,4.6,2.02,7,141
54.5,4.6,2.02,8,249
54.5,4.6,2.02,9,259
54.5,4.6,2.02,10,169
43.7,26.63,1.26,1,178
43.7,26.63,1.26,2,155
43.7,26.63,1.26,3,129
43.7,26.63,1.26,4,129
43.7,26.63,1.26,5,185
43.7,26.63,1.26,6,170
43.7,26.63,1.26,7,117
43.7,26.63,1.26,8,210
43.7,26.63,1.26,9,223
43.7,26.63,1.26,10,149
42.0,20.39,0.88,1,185
42.0,20.39,0.88,2,158
42.0,20.39,0.88,3,132
42.0,20.39,0.88,4,140
42.0,20.39,0.88,5,191
42.0,20.39,0.88,6,183
42.0,20.39,0.88,7,119
42.0,20.39,0.88,8,216
42.0,20.39,0.88,9,236
42.0,20.39,0.88,10,157
47.2,49.61,2.82,1,144
47.2,49.61,2.82,2,129
47.2,49.61,2.82,3,106
47.2,49.61,2.82,4,111
47.2,49.61,2.82,5,158
47.2,49.61,2.82,6,147
47.2,49.61,2.82,7,95
47.2,49.61,2.82,8,173
47.2,49.61,2.82,9,186
47.2,49.61,2.82,10,117
59.2,51.14,3.31,1,158
59.2,51.14,3.31,2,132
59.2,51.14,3.31,3,116
59.2,51.14,3.31,4,114
59.2,51.14,3.31,5,161
59.2,51.14,3.31,6,145
59.2,51.14,3.31,7,96
59.2,51.14,3.31,8,179
59.2,51.14,3.31,9,197
59.2,51.14,3.31,10,124
68.5,19.44,3.2,1,199
68.5,19.44,3.2,2,170
68.5,19.44,3.2,3,146
68.5,19.44,3.2,4,153
68.5,19.44,3.2,5,206
68.5,19.44,3.2,6,195
68.5,19.44,3.2,7,128
68.5,19.44,3.2,8,228
68.5,19.44,3.2,9,244
68.5,19.44,3.2,10,164
53.3,17.58,4.6,1,172
53.3,17.58,4.6,2,145
53.3,17.58,4.6,3,120
53.3,17.58,4.6,4,126
53.3,17.58,4.6,5,178
53.3,17.58,4.6,6,168
53.3,17.58,4.6,7,111
53.3,17.58,4.6,8,197
53.3,17.58,4.6,9,213
53.3,17.58,4.6,10,136
68.4,35.23,3.35,1,182
68.4,35.23,3.35,2,156
68.4,35.23,3.35,3,131
68.4,35.23,3.35,4,138
68.4,35.23,3.35,5,186
68.4,35.23,3.35,6,175
68.4,35.23,3.35,7,115
68.4,35.23,3.35,8,210
68.4,35.23,3.35,9,229
68.4,35.23,3.35,10,144
67.5,37.07,4.52,1,171
67.5,37.07,4.52,2,146
67.5,37.07,4.52,3,125
67.5,37.07,4.52,4,129
67.5,37.07,4.52,5,176
67.5,37.07,4.52,6,159
67.5,37.07,4.52,7,109
67.5,37.07,4.52,8,197
67.5,37.07,4.52,9,206
67.5,37.07,4.52,10,133
55.8,17.64,0.18,1,212
55.8,17.64,0.18,2,173
55.8,17.64,0.18,3,147
55.8,17.64,0.18,4,160
55.8,17.64,0.18,5,217
55.8,17.64,0.18,6,201
55.8,17.64,0.18,7,137
55.8,17.64,0.18,8,246
55.8,17.64,0.18,9,262
55.8,17.64,0.18,10,174
44.6,56.0,1.85,1,145
44.6,56.0,1.85,2,125
44.6,56.0,1.85,3,100
44.6,56.0,1.85,4,113
44.6,56.0,1.85,5,148
44.6,56.0,1.85,6,145
44.6,56.0,1.85,7,92
44.6,56.0,1.85,8,173
44.6,56.0,1.85,9,186
44.6,56.0,1.85,10,124
35.1,6.21,2.03,1,184
35.1,6.21,2.03,2,158
35.1,6.21,2.03,3,126
35.1,6.21,2.03,4,136
35.1,6.21,2.03,5,188
35.1,6.21,2.03,6,179
35.1,6.21,2.03,7,116
35.1,6.21,2.03,8,216
35.1,6.21,2.03,9,230
35.1,6.21,2.03,10,149
71.6,30.23,1.4,1,206
71.6,30.23,1.4,2,172
71.6,30.23,1.4,3,146
71.6,30.23,1.4,4,152
71.6,30.23,1.4,5,217
71.6,30.23,1.4,6,202
71.6,30.23,1.4,7,130
71.6,30.23,1.4,8,238
71.6,30.23,1.4,9,258
71.6,30.23,1.4,10,167
99.8,49.02,1.57,1,209
99.8,49.02,1.57,2,177
99.8,49.02,1.57,3,149
99.8,49.02,1.57,4,156
99.8,49.02,1.57,5,223
99.8,49.02,1.57,6,207
99.8,49.02,1.57,7,133
99.8,49.02,1.57,8,244
99.8,49.02,1.57,9,257
99.8,49.02,1.57,10,176
52.1,46.19,1.88,1,160
52.1,46.19,1.88,2,140
52.1,46.19,1.88,3,113
52.1,46.19,1.88,4,119
52.1,46.19,1.88,5,167
52.1,46.19,1.88,6,163
52.1,46.19,1.88,7,112
52.1,46.19,1.88,8,195
52.1,46.19,1.88,9,202
52.1,46.19,1.88,10,131
92.0,39.92,2.41,1,203
92.0,39.92,2.41,2,173
92.0,39.92,2.41,3,143
92.0,39.92,2.41,4,148
92.0,39.92,2.41,5,209
92.0,39.92,2.41,6,205
92.0,39.92,2.41,7,139
92.0,39.92,2.41,8,238
92.0,39.92,2.41,9,258
92.0,39.92,2.41,10,164
17.7,30.88,0.37,1,146
17.7,30.88,0.37,2,128
17.7,30.88,0.37,3,112
17.7,30.88,0.37,4,110
17.7,30.88,0.37,5,159
17.7,30.88,0.37,6,141
17.7,30.88,0.37,7,99
17.7,30.88,0.37,8,180
17.7,30.88,0.37,9,185
17.7,30.88,0.37,10,128
61.7,31.02,2.95,1,177
61.7,31.02,2.95,2,156
61.7,31.02,2.95,3,135
61.7,31.02,2.95,4,130
61.7,31.02,2.95,5,191
61.7,31.02,2.95,6,170
61.7,31.02,2.95,7,123
61.7,31.02,2.95,8,210
61.7,31.02,2.95,9,228
61.7,31.02,2.95,10,151
30.1,23.64,1.94,1,165
30.1,23.64,1.94,2,134
30.1,23.64,1.94,3,117
30.1,23.64,1.94,4,120
30.1,23.64,1.94,5,165
30.1,23.64,1.94,6,152
30.1,23.64,1.94,7,105
30.1,23.64,1.94,8,184
30.1,23.64,1.94,9,203
30.1,23.64,1.94,10,134
82.7,14.46,2.89,1,223
82.7,14.46,2.89,2,187
82.7,14.46,2.89,3,159
82.7,14.46,2.89,4,168
82.7,14.46,2.89,5,228
82.7,14.46,2.89,6,216
82.7,14.46,2.89,7,150
82.7,14.46,2.89,8,262
82.7,14.46,2.89,9,284
82.7,14.46,2.89,10,178
89.1,7.94,2.8,1,240
89.1,7.94,2.8,2,198
89.1,7.94,2.8,3,167
89.1,7.94,2.8,4,175
89.1,7.94,2.8,5,252
89.1,7.94,2.8,6,235
89.1,7.94,2.8,7,153
89.1,7.94,2.8,8,284
89.1,7.94,2.8,9,299
89.1,7.94,2.8,10,196
69.3,22.59,3.72,1,192
69.3,22.59,3.72,2,160
69.3,22.59,3.72,3,135
69.3,22.59,3.72,4,144
69.3,22.59,3.72,5,200
69.3,22.59,3.72,6,183
69.3,22.59,3.72,7,126
69.3,22.59,3.72,8,229
69.3,22.59,3.72,9,240
69.3,22.59,3.72,10,154
85.8,14.24,1.62,1,238
85.8,14.24,1.62,2,201
85.8,14.24,1.62,3,171
85.8,14.24,1.62,4,176
85.8,14.24,1.62,5,247
85.8,14.24,1.62,6,228
85.8,14.24,1.62,7,157
85.8,14.24,1.62,8,284
85.8,14.24,1.62,9,303
85.8,14.24,1.62,10,200
84.3,27.76,0.55,1,234
84.3,27.76,0.55,2,193
84.3,27.76,0.55,3,170
84.3,27.76,0.55,4,173
84.3,27.76,0.55,5,245
84.3,27.76,0.55,6,227
84.3,27.76,0.55,7,153
84.3,27.76,0.55,8,270
84.3,27.76,0.55,9,286
84.3,27.76,0.55,10,189
62.7,37.23,4.06,1,168
62.7,37.23,4.06,2,138
62.7,37.23,4.06,3,119
62.7,37.23,4.06,4,129
62.7,37.23,4.06,5,174
62.7,37.23,4.06,6,165
62.7,37.23,4.06,7,113
62.7,37.23,4.06,8,199
62.7,37.23,4.06,9,208
62.7,37.23,4.06,10,136
12.1,11.99,4.13,1,135
12.1,11.99,4.13,2,115
12.1,11.99,4.13,3,102
12.1,11.99,4.13,4,97
12.1,11.99,4.13,5,146
12.1,11.99,4.13,6,130
12.1,11.99,4.13,7,88
12.1,11.99,4.13,8,159
12.1,11.99,4.13,9,175
12.1,11.99,4.13,10,111
18.1,41.26,4.08,1,117
18.1,41.26,4.08,2,99
18.1,41.26,4.08,3,85
18.1,41.26,4.08,4,95
18.1,41.26,4.08,5,124
18.1,41.26,4.08,6,120
18.1,41.26,4.08,7,78
18.1,41.26,4.08,8,140
18.1,41.26,4.08,9,148
18.1,41.26,4.08,10,104
94.9,4.49,2.94,1,252
94.9,4.49,2.94,2,212
94.9,4.49,2.94,3,176
94.9,4.49,2.94,4,186
94.9,4.49,2.94,5,255
94.9,4.49,2.94,6,240
94.9,4.49,2.94,7,159
94.9,4.49,2.94,8,298
94.9,4.49,2.94,9,309
94.9,4.49,2.94,10,206
66.1,50.07,3.39,1,158
66.1,50.07,3.39,2,134
66.1,50.07,3.39,3,121
66.1,50.07,3.39,4,117
66.1,50.07,3.39,5,165
66.1,50.07,3.39,6,159
66.1,50.07,3.39,7,109
66.1,50.07,3.39,8,194
66.1,50.07,3.39,9,207
66.1,50.07,3.39,10,134
61.2,19.02,0.48,1,220
61.2,19.02,0.48,2,184
61.2,19.02,0.48,3,158
61.2,19.02,0.48,4,155
61.2,19.02,0.48,5,224
61.2,19.02,0.48,6,206
61.2,19.02,0.48,7,144
61.2,19.02,0.48,8,249
61.2,19.02,0.48,9,264
61.2,19.02,0.48,10,171
66.4,4.13,2.07,1,223
66.4,4.13,2.07,2,193
66.4,4.13,2.07,3,158
66.4,4.13,2.07,4,166
66.4,4.13,2.07,5,236
66.4,4.13,2.07,6,218
66.4,4.13,2.07,7,147
66.4,4.13,2.07,8,265
66.4,4.13,2.07,9,276
66.4,4.13,2.07,10,181
22.9,5.34,1.7,1,170
22.9,5.34,1.7,2,145
22.9,5.34,1.7,3,124
22.9,5.34,1.7,4,126
22.9,5.34,1.7,5,180
22.9,5.34,1.7,6,161
22.9,5.34,1.7,7,110
22.9,5.34,1.7,8,198
22.9,5.34,1.7,9,216
22.9,5.34,1.7,10,142
30.1,33.93,0.86,1,163
30.1,33.93,0.86,2,133
30.1,33.93,0.86,3,119
30.1,33.93,0.86,4,117
30.1,33.93,0.86,5,165
30.1,33.93,0.86,6,152
30.1,33.93,0.86,7,99
30.1,33.93,0.86,8,183
30.1,33.93,0.86,9,200
30.1,33.93,0.86,10,133
52.2,45.22,2.34,1,162
52.2,45.22,2.34,2,132
52.2,45.22,2.34,3,116
52.2,45.22,2.34,4,117
52.2,45.22,2.34,5,166
52.2,45.22,2.34,6,159
52.2,45.22,2.34,7,102
52.2,45.22,2.34,8,193
52.2,45.22,2.34,9,204
52.2,45.22,2.34,10,128
19.6,31.15,2.24,1,140
19.6,31.15,2.24,2,118
19.6,31.15,2.24,3,96
19.6,31.15,2.24,4,101
19.6,31.15,2.24,5,147
19.6,31.15,2.24,6,136
19.6,31.15,2.24,7,87
19.6,31.15,2.24,8,168
19.6,31.15,2.24,9,175
19.6,31.15,2.24,10,114
72.3,18.36,2.43,1,206
72.3,18.36,2.43,2,173
72.3,18.36,2.43,3,148
72.3,18.36,2.43,4,162
72.3,18.36,2.43,5,223
72.3,18.36,2.43,6,203
72.3,18.36,2.43,7,135
72.3,18.36,2.43,8,244
72.3,18.36,2.43,9,261
72.3,18.36,2.43,10,178
26.8,13.42,2.89,1,156
26.8,13.42,2.89,2,130
26.8,13.42,2.89,3,112
26.8,13.42,2.89,4,120
26.8,13.42,2.89,5,170
26.8,13.42,2.89,6,158
26.8,13.42,2.89,7,105
26.8,13.42,2.89,8,189
26.8,13.42,2.89,9,203
26.8,13.42,2.89,10,128
14.1,9.47,2.41,1,150
14.1,9.47,2.41,2,127
14.1,9.47,2.41,3,112
14.1,9.47,2.41,4,115
14.1,9.47,2.41,5,152
14.1,9.47,2.41,6,147
14.1,9.47,2.41,7,98
14.1,9.47,2.41,8,173
14.1,9.47,2.41,9,188
14.1,9.47,2.41,10,121
42.4,49.35,0.11,1,158
42.4,49.35,0.11,2,138
42.4,49.35,0.11,3,118
42.4,49.35,0.11,4,120
42.4,49.35,0.11,5,163
42.4,49.35,0.11,6,157
42.4,49.35,0.11,7,103
42.4,49.35,0.11,8,185
42.4,49.35,0.11,9,206
42.4,49.35,0.11,10,128
34.1,33.66,3.49,1,143
34.1,33.66,3.49,2,128
34.1,33.66,3.49,3,106
34.1,33.66,3.49,4,106
34.1,33.66,3.49,5,151
34.1,33.66,3.49,6,139
34.1,33.66,3.49,7,91
34.1,33.66,3.49,8,174
34.1,33.66,3.49,9,184
34.1,33.66,3.49,10,117
94.8,20.08,2.25,1,233
94.8,20.08,2.25,2,202
94.8,20.08,2.25,3,169
94.8,20.08,2.25,4,178
94.8,20.08,2.25,5,242
94.8,20.08,2.25,6,226
94.8,20.08,2.25,7,158
94.8,20.08,2.25,8,283
94.8,20.08,2.25,9,301
94.8,20.08,2.25,10,193
47.8,27.13,0.44,1,190
47.8,27.13,0.44,2,161
47.8,27.13,0.44,3,133
47.8,27.13,0.44,4,140
47.8,27.13,0.44,5,200
47.8,27.13,0.44,6,185
47.8,27.13,0.44,7,121
47.8,27.13,0.44,8,224
47.8,27.13,0.44,9,236
47.8,27.13,0.44,10,154
24.3,42.79,3.28,1,130
24.3,42.79,3.28,2,108
24.3,42.79,3.28,3,96
24.3,42.79,3.28,4,95
24.3,42.79,3.28,5,133
24.3,42.79,3.28,6,130
24.3,42.79,3.28,7,87
24.3,42.79,3.28,8,149
24.3,42.79,3.28,9,157
24.3,42.79,3.28,10,103
44.0,30.15,2.32,1,167
44.0,30.15,2.32,2,144
44.0,30.15,2.32,3,119
44.0,30.15,2.32,4,126
44.0,30.15,2.32,5,172
44.0,30.15,2.32,6,157
44.0,30.15,2.32,7,108
44.0,30.15,2.32,8,201
44.0,30.15,2.32,9,215
44.0,30.15,2.32,10,143
14.7,15.32,4.21,1,134
14.7,15.32,4.21,2,111
14.7,15.32,4.21,3,98
14.7,15.32,4.21,4,100
14.7,15.32,4.21,5,136
14.7,15.32,4.21,6,134
14.7,15.32,4.21,7,94
14.7,15.32,4.21,8,160
14.7,15.32,4.21,9,172
14.7,15.32,4.21,10,108
38.3,5.6,3.8,1,176
38.3,5.6,3.8,2,140
38.3,5.6,3.8,3,128
38.3,5.6,3.8,4,128
38.3,5.6,3.8,5,177
38.3,5.6,3.8,6,170
38.3,5.6,3.8,7,110
38.3,5.6,3.8,8,203
38.3,5.6,3.8,9,217
38.3,5.6,3.8,10,143
52.5,27.09,0.87,1,197
52.5,27.09,0.87,2,162
52.5,27.09,0.87,3,140
52.5,27.09,0.87,4,141
52.5,27.09,0.87,5,202
52.5,27.09,0.87,6,191
52.5,27.09,0.87,7,128
52.5,27.09,0.87,8,221
52.5,27.09,0.87,9,240
52.5,27.09,0.87,10,159
45.6,14.52,2.05,1,186
45.6,14.52,2.05,2,161
45.6,14.52,2.05,3,139
45.6,14.52,2.05,4,140
45.6,14.52,2.05,5,193
45.6,14.52,2.05,6,179
45.6,14.52,2.05,7,117
45.6,14.52,2.05,8,222
45.6,14.52,2.05,9,229
45.6,14.52,2.05,10,154
19.1,12.86,4.85,1,142
19.1,12.86,4.85,2,119
19.1,12.86,4.85,3,98
19.1,12.86,4.85,4,104
19.1,12.86,4.85,5,140
19.1,12.86,4.85,6,137
19.1,12.86,4.85,7,85
19.1,12.86,4.85,8,158
19.1,12.86,4.85,9,172
19.1,12.86,4.85,10,111
44.4,3.76,2.25,1,190
44.4,3.76,2.25,2,165
44.4,3.76,2.25,3,145
44.4,3.76,2.25,4,147
44.4,3.76,2.25,5,198
44.4,3.76,2.25,6,188
44.4,3.76,2.25,7,130
44.4,3.76,2.25,8,226
44.4,3.76,2.25,9,242
44.4,3.76,2.25,10,165
58.9,57.05,1.99,1,156
58.9,57.05,1.99,2,133
58.9,57.05,1.99,3,108
58.9,57.05,1.99,4,113
58.9,57.05,1.99,5,166
58.9,57.05,1.99,6,147
58.9,57.05,1.99,7,103
58.9,57.05,1.99,8,180
58.9,57.05,1.99,9,198
58.9,57.05,1.99,10,129
92.4,13.17,2.29,1,242
92.4,13.17,2.29,2,203
92.4,13.17,2.29,3,177
92.4,13.17,2.29,4,175
92.4,13.17,2.29,5,254
92.4,13.17,2.29,6,234
92.4,13.17,2.29,7,159
92.4,13.17,2.29,8,288
92.4,13.17,2.29,9,303
92.4,13.17,2.29,10,196
96.2,18.62,4.56,1,214
96.2,18.62,4.56,2,186
96.2,18.62,4.56,3,152
96.2,18.62,4.56,4,163
96.2,18.62,4.56,5,219
96.2,18.62,4.56,6,208
96.2,18.62,4.56,7,138
96.2,18.62,4.56,8,251
96.2,18.62,4.56,9,267
96.2,18.62,4.56,10,177
35.3,50.72,4.53,1,128
35.3,50.72,4.53,2,108
35.3,50.72,4.53,3,92
35.3,50.72,4.53,4,95
35.3,50.72,4.53,5,135
35.3,50.72,4.53,6,120
35.3,50.72,4.53,7,77
35.3,50.72,4.53,8,150
35.3,50.72,4.53,9,153
35.3,50.72,4.53,10,99
81.8,29.21,0.22,1,229
81.8,29.21,0.22,2,194
81.8,29.21,0.22,3,170
81.8,29.21,0.22,4,167
81.8,29.21,0.22,5,238
81.8,29.21,0.22,6,223
81.8,29.21,0.22,7,149
81.8,29.21,0.22,8,268
81.8,29.21,0.22,9,288
81.8,29.21,0.22,10,185
93.6,0.82,3.99,1,238
93.6,0.82,3.99,2,201
93.6,0.82,3.99,3,169
93.6,0.82,3.99,4,181
93.6,0.82,3.99,5,245
93.6,0.82,3.99,6,231
93.6,0.82,3.99,7,161
93.6,0.82,3.99,8,284
93.6,0.82,3.99,9,299
93.6,0.82,3.99,10,198
30.8,46.46,4.76,1,122
30.8,46.46,4.76,2,102
30.8,46.46,4.76,3,91
30.8,46.46,4.76,4,91
30.8,46.46,4.76,5,125
30.8,46.46,4.76,6,118
30.8,46.46,4.76,7,86
30.8,46.46,4.76,8,148
30.8,46.46,4.76,9,152
30.8,46.46,4.76,10,100
16.3,33.86,2.16,1,136
16.3,33.86,2.16,2,112
16.3,33.86,2.16,3,92
16.3,33.86,2.16,4,97
16.3,33.86,2.16,5,139
16.3,33.86,2.16,6,127
16.3,33.86,2.16,7,89
16.3,33.86,2.16,8,160
16.3,33.86,2.16,9,167
16.3,33.86,2.16,10,116
38.1,26.15,0.58,1,173
38.1,26.15,0.58,2,147
38.1,26.15,0.58,3,133
38.1,26.15,0.58,4,128
38.1,26.15,0.58,5,186
38.1,26.15,0.58,6,173
38.1,26.15,0.58,7,116
38.1,26.15,0.58,8,211
38.1,26.15,0.58,9,221
38.1,26.15,0.58,10,144
32.4,23.9,4.13,1,147
32.4,23.9,4.13,2,126
32.4,23.9,4.13,3,101
32.4,23.9,4.13,4,109
32.4,23.9,4.13,5,154
32.4,23.9,4.13,6,141
32.4,23.9,4.13,7,98
32.4,23.9,4.13,8,172
32.4,23.9,4.13,9,186
32.4,23.9,4.13,10,119
44.6,29.38,0.44,1,187
44.6,29.38,0.44,2,159
44.6,29.38,0.44,3,129
44.6,29.38,0.44,4,140
44.6,29.38,0.44,5,189
44.6,29.38,0.44,6,173
44.6,29.38,0.44,7,120
44.6,29.38,0.44,8,215
44.6,29.38,0.44,9,231
44.6,29.38,0.44,10,154
42.2,55.43,2.58,1,144
42.2,55.43,2.58,2,120
42.2,55.43,2.58,3,98
42.2,55.43,2.58,4,99
42.2,55.43,2.58,5,147
42.2,55.43,2.58,6,135
42.2,55.43,2.58,7,88
42.2,55.43,2.58,8,159
42.2,55.43,2.58,9,178
42.2,55.43,2.58,10,118
94.7,56.54,0.15,1,209
94.7,56.54,0.15,2,177
94.7,56.54,0.15,3,147
94.7,56.54,0.15,4,155
94.7,56.54,0.15,5,210
94.7,56.54,0.15,6,201
94.7,56.54,0.15,7,131
94.7,56.54,0.15,8,243
94.7,56.54,0.15,9,258
94.7,56.54,0.15,10,164
33.5,3.34,0.9,1,194
33.5,3.34,0.9,2,164
33.5,3.34,0.9,3,141
33.5,3.34,0.9,4,143
33.5,3.34,0.9,5,199
33.5,3.34,0.9,6,191
33.5,3.34,0.9,7,123
33.5,3.34,0.9,8,228
33.5,3.34,0.9,9,238
33.5,3.34,0.9,10,159
69.0,9.78,2.72,1,219
69.0,9.78,2.72,2,182
69.0,9.78,2.72,3,158
69.0,9.78,2.72,4,159
69.0,9.78,2.72,5,227
69.0,9.78,2.72,6,202
69.0,9.78,2.72,7,136
69.0,9.78,2.72,8,254
69.0,9.78,2.72,9,263
69.0,9.78,2.72,10,174
39.6,33.25,1.12,1,168
39.6,33.25,1.12,2,146
39.6,33.25,1.12,3,117
39.6,33.25,1.12,4,125
39.6,33.25,1.12,5,172
39.6,33.25,1.12,6,161
39.6,33.25,1.12,7,109
39.6,33.25,1.12,8,202
39.6,33.25,1.12,9,212
39.6,33.25,1.12,10,134
47.8,33.98,3.87,1,154
47.8,33.98,3.87,2,132
47.8,33.98,3.87,3,114
47.8,33.98,3.87,4,113
47.8,33.98,3.87,5,160
