temperature[F],precipitation[cm/hour],wind[km/hour],i,j,duration[min]
58.5,31.49,4.94,0,5,30.08
58.5,31.49,4.94,0,7,30.34
58.5,31.49,4.94,0,8,22.15
58.5,31.49,4.94,0,9,25.2
58.5,31.49,4.94,0,10,25.35
58.5,31.49,4.94,1,2,23.5
58.5,31.49,4.94,1,3,15.18
58.5,31.49,4.94,1,5,28.53
58.5,31.49,4.94,1,7,31.58
58.5,31.49,4.94,1,8,34.7
58.5,31.49,4.94,1,9,8.67
58.5,31.49,4.94,1,10,31.15
58.5,31.49,4.94,2,7,21.26
58.5,31.49,4.94,2,9,19.57
58.5,31.49,4.94,2,10,41.78
58.5,31.49,4.94,3,5,27.42
58.5,31.49,4.94,3,6,36.64
58.5,31.49,4.94,3,8,21.23
58.5,31.49,4.94,3,9,18.22
58.5,31.49,4.94,3,10,31.06
58.5,31.49,4.94,4,7,20.6
58.5,31.49,4.94,4,8,23.93
58.5,31.49,4.94,4,10,15.44
58.5,31.49,4.94,5,6,32.56
58.5,31.49,4.94,5,9,26.89
58.5,31.49,4.94,7,8,25.88
58.5,31.49,4.94,7,10,12.55
58.5,31.49,4.94,8,10,9.2
67.1,20.87,3.14,0,1,9.81
67.1,20.87,3.14,0,2,23.58
67.1,20.87,3.14,0,3,5.66
67.1,20.87,3.14,0,5,23.48
67.1,20.87,3.14,0,7,22.57
67.1,20.87,3.14,0,8,15.47
67.1,20.87,3.14,0,9,18.66
67.1,20.87,3.14,0,10,19.83
67.1,20.87,3.14,1,2,18.55
67.1,20.87,3.14,1,3,11.95
67.1,20.87,3.14,1,5,20.38
67.1,20.87,3.14,1,7,22.82
67.1,20.87,3.14,1,8,24.05
67.1,20.87,3.14,1,9,6.45
67.1,20.87,3.14,1,10,20.88
67.1,20.87,3.14,2,7,16.17
67.1,20.87,3.14,2,9,15.28
67.1,20.87,3.14,2,10,27.62
67.1,20.87,3.14,3,5,20.07
67.1,20.87,3.14,3,6,24.04
67.1,20.87,3.14,3,8,15.2
67.1,20.87,3.14,3,9,14.75
67.1,20.87,3.14,3,10,20.82
67.1,20.87,3.14,4,7,14.45
67.1,20.87,3.14,4,8,18.46
67.1,20.87,3.14,4,10,10.57
67.1,20.87,3.14,5,6,22.97
67.1,20.87,3.14,5,9,21.19
67.1,20.87,3.14,7,8,19.55
67.1,20.87,3.14,7,10,11.11
67.1,20.87,3.14,8,10,6.94
76.2,20.88,1.16,0,1,7.99
76.2,20.88,1.16,0,2,21.03
76.2,20.88,1.16,0,3,4.21
76.2,20.88,1.16,0,5,20.36
76.2,20.88,1.16,0,7,20.09
76.2,20.88,1.16,0,8,12.26
76.2,20.88,1.16,0,9,14.87
76.2,20.88,1.16,0,10,13.17
76.2,20.88,1.16,1,2,16.63
76.2,20.88,1.16,1,3,9.69
76.2,20.88,1.16,1,5,18.78
76.2,20.88,1.16,1,7,18.33
76.2,20.88,1.16,1,8,15.63
76.2,20.88,1.16,1,9,5.48
76.2,20.88,1.16,1,10,17.05
76.2,20.88,1.16,2,7,13.69
76.2,20.88,1.16,2,9,14.36
76.2,20.88,1.16,2,10,22.66
76.2,20.88,1.16,3,5,17.67
76.2,20.88,1.16,3,6,20.99
76.2,20.88,1.16,3,8,13.47
76.2,20.88,1.16,3,9,13.74
76.2,20.88,1.16,3,10,19.68
76.2,20.88,1.16,4,7,12.42
76.2,20.88,1.16,4,8,14.63
76.2,20.88,1.16,4,10,8.2
76.2,20.88,1.16,5,6,17.44
76.2,20.88,1.16,5,9,19.62
76.2,20.88,1.16,7,8,14.32
76.2,20.88,1.16,7,10,7.57
76.2,20.88,1.16,8,10,5.99
46.8,49.67,3.05,0,1,11.65
46.8,49.67,3.05,0,2,35.25
46.8,49.67,3.05,0,3,7.45
46.8,49.67,3.05,0,5,30.37
46.8,49.67,3.05,0,7,28.95
46.8,49.67,3.05,0,8,23.02
46.8,49.67,3.05,0,9,24.57
46.8,49.67,3.05,0,10,22.98
46.8,49.67,3.05,1,2,24.01
46.8,49.67,3.05,1,3,15.39
46.8,49.67,3.05,1,5,26.63
46.8,49.67,3.05,1,7,28.82
46.8,49.67,3.05,1,8,28.79
46.8,49.67,3.05,1,9,9.16
46.8,49.67,3.05,1,10,27.96
46.8,49.67,3.05,2,7,22.05
46.8,49.67,3.05,2,9,22.09
46.8,49.67,3.05,2,10,36.59
46.8,49.67,3.05,3,5,25.93
46.8,49.67,3.05,3,6,35.71
46.8,49.67,3.05,3,8,20.74
46.8,49.67,3.05,3,9,18.77
46.8,49.67,3.05,3,10,32.98
46.8,49.67,3.05,4,7,21.19
46.8,49.67,3.05,4,8,23.36
46.8,49.67,3.05,4,10,13.83
46.8,49.67,3.05,5,6,27.78
46.8,49.67,3.05,5,9,25.94
46.8,49.67,3.05,7,8,22.11
46.8,49.67,3.05,7,10,14.51
46.8,49.67,3.05,8,10,9.99
12.5,1.53,3.58,0,1,10.73
12.5,1.53,3.58,0,2,25.12
12.5,1.53,3.58,0,3,7.01
12.5,1.53,3.58,0,5,31.0
12.5,1.53,3.58,0,7,22.97
12.5,1.53,3.58,0,8,17.55
12.5,1.53,3.58,0,9,19.39
12.5,1.53,3.58,0,10,24.6
12.5,1.53,3.58,1,2,23.05
12.5,1.53,3.58,1,3,12.96
12.5,1.53,3.58,1,5,32.14
12.5,1.53,3.58,1,7,29.2
12.5,1.53,3.58,1,8,24.35
12.5,1.53,3.58,1,9,8.76
12.5,1.53,3.58,1,10,23.16
12.5,1.53,3.58,2,7,19.3
12.5,1.53,3.58,2,9,21.07
12.5,1.53,3.58,2,10,29.4
12.5,1.53,3.58,3,5,18.94
12.5,1.53,3.58,3,6,26.26
12.5,1.53,3.58,3,8,20.61
12.5,1.53,3.58,3,9,20.04
12.5,1.53,3.58,3,10,26.05
12.5,1.53,3.58,4,7,17.66
12.5,1.53,3.58,4,8,17.81
12.5,1.53,3.58,4,10,13.86
12.5,1.53,3.58,5,6,27.27
12.5,1.53,3.58,5,9,25.27
12.5,1.53,3.58,7,8,21.28
12.5,1.53,3.58,7,10,13.49
12.5,1.53,3.58,8,10,9.18
64.3,15.78,4.07,0,1,8.23
64.3,15.78,4.07,0,2,26.81
64.3,15.78,4.07,0,3,7.07
64.3,15.78,4.07,0,5,28.48
64.3,15.78,4.07,0,7,18.84
64.3,15.78,4.07,0,8,15.93
64.3,15.78,4.07,0,9,21.14
64.3,15.78,4.07,0,10,20.84
64.3,15.78,4.07,1,2,20.29
64.3,15.78,4.07,1,3,13.29
64.3,15.78,4.07,1,5,24.71
64.3,15.78,4.07,1,7,24.51
64.3,15.78,4.07,1,8,24.47
64.3,15.78,4.07,1,9,6.78
64.3,15.78,4.07,1,10,22.6
64.3,15.78,4.07,2,7,17.73
64.3,15.78,4.07,2,9,18.28
64.3,15.78,4.07,2,10,33.05
64.3,15.78,4.07,3,5,19.25
64.3,15.78,4.07,3,6,25.72
64.3,15.78,4.07,3,8,18.72
64.3,15.78,4.07,3,9,14.06
64.3,15.78,4.07,3,10,22.2
64.3,15.78,4.07,4,7,17.76
64.3,15.78,4.07,4,8,16.4
64.3,15.78,4.07,4,10,11.87
64.3,15.78,4.07,5,6,23.19
64.3,15.78,4.07,5,9,20.24
64.3,15.78,4.07,7,8,19.62
64.3,15.78,4.07,7,10,10.12
64.3,15.78,4.07,8,10,7.59
33.9,14.88,1.15,0,1,10.31
33.9,14.88,1.15,0,2,24.28
33.9,14.88,1.15,0,3,5.86
33.9,14.88,1.15,0,5,24.81
33.9,14.88,1.15,0,7,24.57
33.9,14.88,1.15,0,8,15.47
33.9,14.88,1.15,0,9,15.6
33.9,14.88,1.15,0,10,16.35
33.9,14.88,1.15,1,2,19.24
33.9,14.88,1.15,1,3,13.44
33.9,14.88,1.15,1,5,23.08
33.9,14.88,1.15,1,7,22.56
33.9,14.88,1.15,1,8,20.04
33.9,14.88,1.15,1,9,6.09
33.9,14.88,1.15,1,10,22.92
33.9,14.88,1.15,2,7,18.02
33.9,14.88,1.15,2,9,17.57
33.9,14.88,1.15,2,10,24.68
33.9,14.88,1.15,3,5,17.54
33.9,14.88,1.15,3,6,21.29
33.9,14.88,1.15,3,8,17.01
33.9,14.88,1.15,3,9,14.63
33.9,14.88,1.15,3,10,21.09
33.9,14.88,1.15,4,7,14.58
33.9,14.88,1.15,4,8,17.6
33.9,14.88,1.15,4,10,11.21
33.9,14.88,1.15,5,6,22.0
33.9,14.88,1.15,5,9,23.45
33.9,14.88,1.15,7,8,17.64
33.9,14.88,1.15,7,10,10.69
33.9,14.88,1.15,8,10,7.53
39.4,57.43,4.2,0,1,14.12
39.4,57.43,4.2,0,2,45.1
39.4,57.43,4.2,0,3,9.01
39.4,57.43,4.2,0,5,37.82
39.4,57.43,4.2,0,7,35.82
39.4,57.43,4.2,0,8,25.03
39.4,57.43,4.2,0,9,27.86
39.4,57.43,4.2,0,10,27.86
39.4,57.43,4.2,1,2,29.57
39.4,57.43,4.2,1,3,18.3
39.4,57.43,4.2,1,5,31.05
39.4,57.43,4.2,1,7,39.44
39.4,57.43,4.2,1,8,33.59
39.4,57.43,4.2,1,9,11.0
39.4,57.43,4.2,1,10,33.47
39.4,57.43,4.2,2,7,25.73
39.4,57.43,4.2,2,9,24.71
39.4,57.43,4.2,2,10,44.63
39.4,57.43,4.2,3,5,35.01
39.4,57.43,4.2,3,6,39.36
39.4,57.43,4.2,3,8,26.06
39.4,57.43,4.2,3,9,24.32
39.4,57.43,4.2,3,10,37.97
39.4,57.43,4.2,4,7,26.96
39.4,57.43,4.2,4,8,25.46
39.4,57.43,4.2,4,10,15.78
39.4,57.43,4.2,5,6,30.65
39.4,57.43,4.2,5,9,33.01
39.4,57.43,4.2,7,8,26.64
39.4,57.43,4.2,7,10,17.47
39.4,57.43,4.2,8,10,12.77
22.6,42.98,3.27,0,1,13.99
22.6,42.98,3.27,0,2,41.92
22.6,42.98,3.27,0,3,9.61
22.6,42.98,3.27,0,5,35.82
22.6,42.98,3.27,0,7,37.12
22.6,42.98,3.27,0,8,25.7
22.6,42.98,3.27,0,9,25.46
22.6,42.98,3.27,0,10,28.74
22.6,42.98,3.27,1,2,29.54
22.6,42.98,3.27,1,3,20.26
22.6,42.98,3.27,1,5,33.54
22.6,42.98,3.27,1,7,33.08
22.6,42.98,3.27,1,8,30.56
22.6,42.98,3.27,1,9,10.15
22.6,42.98,3.27,1,10,35.24
22.6,42.98,3.27,2,7,29.76
22.6,42.98,3.27,2,9,26.34
22.6,42.98,3.27,2,10,44.27
22.6,42.98,3.27,3,5,28.09
22.6,42.98,3.27,3,6,38.22
22.6,42.98,3.27,3,8,23.68
22.6,42.98,3.27,3,9,24.5
22.6,42.98,3.27,3,10,35.63
22.6,42.98,3.27,4,7,23.93
22.6,42.98,3.27,4,8,25.3
22.6,42.98,3.27,4,10,17.42
22.6,42.98,3.27,5,6,29.09
22.6,42.98,3.27,5,9,31.86
22.6,42.98,3.27,7,8,26.72
22.6,42.98,3.27,7,10,16.82
22.6,42.98,3.27,8,10,11.15
64.9,14.42,2.99,0,1,8.13
64.9,14.42,2.99,0,2,21.06
64.9,14.42,2.99,0,3,6.21
64.9,14.42,2.99,0,5,22.39
64.9,14.42,2.99,0,7,18.92
64.9,14.42,2.99,0,8,14.14
64.9,14.42,2.99,0,9,17.71
64.9,14.42,2.99,0,10,15.48
64.9,14.42,2.99,1,2,15.52
64.9,14.42,2.99,1,3,10.26
64.9,14.42,2.99,1,5,20.91
64.9,14.42,2.99,1,7,22.91
64.9,14.42,2.99,1,8,19.59
64.9,14.42,2.99,1,9,6.67
64.9,14.42,2.99,1,10,18.27
64.9,14.42,2.99,2,7,16.2
64.9,14.42,2.99,2,9,16.83
64.9,14.42,2.99,2,10,25.65
64.9,14.42,2.99,3,5,15.83
64.9,14.42,2.99,3,6,24.74
64.9,14.42,2.99,3,8,14.89
64.9,14.42,2.99,3,9,12.77
64.9,14.42,2.99,3,10,21.01
64.9,14.42,2.99,4,7,13.72
64.9,14.42,2.99,4,8,16.54
64.9,14.42,2.99,4,10,9.52
64.9,14.42,2.99,5,6,21.75
64.9,14.42,2.99,5,9,18.03
64.9,14.42,2.99,7,8,17.6
64.9,14.42,2.99,7,10,8.7
64.9,14.42,2.99,8,10,7.44
17.1,5.98,4.67,0,1,10.54
17.1,5.98,4.67,0,2,32.7
17.1,5.98,4.67,0,3,8.64
17.1,5.98,4.67,0,5,35.51
17.1,5.98,4.67,0,7,25.09
17.1,5.98,4.67,0,8,20.31
17.1,5.98,4.67,0,9,22.92
17.1,5.98,4.67,0,10,25.37
17.1,5.98,4.67,1,2,22.62
17.1,5.98,4.67,1,3,16.04
17.1,5.98,4.67,1,5,33.48
17.1,5.98,4.67,1,7,29.19
17.1,5.98,4.67,1,8,31.53
17.1,5.98,4.67,1,9,9.15
17.1,5.98,4.67,1,10,27.7
17.1,5.98,4.67,2,7,23.03
17.1,5.98,4.67,2,9,21.46
17.1,5.98,4.67,2,10,39.89
17.1,5.98,4.67,3,5,21.93
17.1,5.98,4.67,3,6,32.47
17.1,5.98,4.67,3,8,23.03
17.1,5.98,4.67,3,9,22.34
17.1,5.98,4.67,3,10,25.39
17.1,5.98,4.67,4,7,21.28
17.1,5.98,4.67,4,8,23.33
17.1,5.98,4.67,4,10,15.25
17.1,5.98,4.67,5,6,31.23
17.1,5.98,4.67,5,9,27.94
17.1,5.98,4.67,7,8,22.52
17.1,5.98,4.67,7,10,13.58
17.1,5.98,4.67,8,10,9.19
19.9,7.28,0.55,0,1,8.81
19.9,7.28,0.55,0,2,23.1
19.9,7.28,0.55,0,3,5.77
19.9,7.28,0.55,0,5,23.0
19.9,7.28,0.55,0,7,21.52
19.9,7.28,0.55,0,8,14.25
19.9,7.28,0.55,0,9,13.09
19.9,7.28,0.55,0,10,18.27
19.9,7.28,0.55,1,2,17.37
19.9,7.28,0.55,1,3,12.23
19.9,7.28,0.55,1,5,22.47
19.9,7.28,0.55,1,7,21.1
19.9,7.28,0.55,1,8,17.41
19.9,7.28,0.55,1,9,5.54
19.9,7.28,0.55,1,10,19.32
19.9,7.28,0.55,2,7,19.32
19.9,7.28,0.55,2,9,15.73
19.9,7.28,0.55,2,10,25.59
19.9,7.28,0.55,3,5,18.78
19.9,7.28,0.55,3,6,18.91
19.9,7.28,0.55,3,8,15.04
19.9,7.28,0.55,3,9,15.0
19.9,7.28,0.55,3,10,21.18
19.9,7.28,0.55,4,7,12.63
19.9,7.28,0.55,4,8,14.27
19.9,7.28,0.55,4,10,9.68
19.9,7.28,0.55,5,6,21.1
19.9,7.28,0.55,5,9,21.75
19.9,7.28,0.55,7,8,14.56
19.9,7.28,0.55,7,10,10.38
19.9,7.28,0.55,8,10,7.2
14.6,37.14,1.24,0,1,13.53
14.6,37.14,1.24,0,2,32.25
14.6,37.14,1.24,0,3,6.55
14.6,37.14,1.24,0,5,29.38
14.6,37.14,1.24,0,7,30.46
14.6,37.14,1.24,0,8,17.46
14.6,37.14,1.24,0,9,18.88
14.6,37.14,1.24,0,10,19.18
14.6,37.14,1.24,1,2,23.34
14.6,37.14,1.24,1,3,15.41
14.6,37.14,1.24,1,5,29.05
14.6,37.14,1.24,1,7,31.74
14.6,37.14,1.24,1,8,24.15
14.6,37.14,1.24,1,9,8.3
14.6,37.14,1.24,1,10,29.4
14.6,37.14,1.24,2,7,22.55
14.6,37.14,1.24,2,9,19.21
14.6,37.14,1.24,2,10,31.58
14.6,37.14,1.24,3,5,24.39
14.6,37.14,1.24,3,6,30.22
14.6,37.14,1.24,3,8,17.01
14.6,37.14,1.24,3,9,18.11
14.6,37.14,1.24,3,10,30.72
14.6,37.14,1.24,4,7,18.42
14.6,37.14,1.24,4,8,18.75
14.6,37.14,1.24,4,10,11.86
14.6,37.14,1.24,5,6,25.8
14.6,37.14,1.24,5,9,26.01
14.6,37.14,1.24,7,8,21.79
14.6,37.14,1.24,7,10,12.24
14.6,37.14,1.24,8,10,9.62
80.8,48.5,1.93,0,1,12.05
80.8,48.5,1.93,0,2,33.47
80.8,48.5,1.93,0,3,6.56
80.8,48.5,1.93,0,5,23.74
80.8,48.5,1.93,0,7,25.94
80.8,48.5,1.93,0,8,17.5
80.8,48.5,1.93,0,9,20.49
80.8,48.5,1.93,0,10,16.07
80.8,48.5,1.93,1,2,23.21
80.8,48.5,1.93,1,3,15.91
80.8,48.5,1.93,1,5,22.5
80.8,48.5,1.93,1,7,23.9
80.8,48.5,1.93,1,8,24.78
80.8,48.5,1.93,1,9,7.33
80.8,48.5,1.93,1,10,24.27
80.8,48.5,1.93,2,7,18.36
80.8,48.5,1.93,2,9,18.24
80.8,48.5,1.93,2,10,33.93
80.8,48.5,1.93,3,5,21.66
80.8,48.5,1.93,3,6,26.37
80.8,48.5,1.93,3,8,16.31
80.8,48.5,1.93,3,9,18.6
80.8,48.5,1.93,3,10,27.45
80.8,48.5,1.93,4,7,16.63
80.8,48.5,1.93,4,8,18.67
80.8,48.5,1.93,4,10,11.54
80.8,48.5,1.93,5,6,20.25
80.8,48.5,1.93,5,9,23.38
80.8,48.5,1.93,7,8,17.72
80.8,48.5,1.93,7,10,12.2
80.8,48.5,1.93,8,10,9.16
47.8,35.26,3.14,0,1,11.85
47.8,35.26,3.14,0,2,30.12
47.8,35.26,3.14,0,3,6.53
47.8,35.26,3.14,0,5,28.72
47.8,35.26,3.14,0,7,28.05
47.8,35.26,3.14,0,8,19.94
47.8,35.26,3.14,0,9,19.53
47.8,35.26,3.14,0,10,21.24
47.8,35.26,3.14,1,2,20.5
47.8,35.26,3.14,1,3,14.78
47.8,35.26,3.14,1,5,25.22
47.8,35.26,3.14,1,7,26.44
47.8,35.26,3.14,1,8,23.79
47.8,35.26,3.14,1,9,7.33
47.8,35.26,3.14,1,10,25.1
47.8,35.26,3.14,2,7,19.87
47.8,35.26,3.14,2,9,19.08
47.8,35.26,3.14,2,10,30.56
47.8,35.26,3.14,3,5,22.87
47.8,35.26,3.14,3,6,30.12
47.8,35.26,3.14,3,8,16.87
47.8,35.26,3.14,3,9,18.04
47.8,35.26,3.14,3,10,29.27
47.8,35.26,3.14,4,7,19.35
47.8,35.26,3.14,4,8,20.09
47.8,35.26,3.14,4,10,11.63
47.8,35.26,3.14,5,6,26.1
47.8,35.26,3.14,5,9,25.77
47.8,35.26,3.14,7,8,20.91
47.8,35.26,3.14,7,10,11.72
47.8,35.26,3.14,8,10,8.74
23.0,13.27,2.25,0,1,9.93
23.0,13.27,2.25,0,2,25.41
23.0,13.27,2.25,0,3,6.56
23.0,13.27,2.25,0,5,28.92
23.0,13.27,2.25,0,7,22.28
23.0,13.27,2.25,0,8,17.81
23.0,13.27,2.25,0,9,20.12
23.0,13.27,2.25,0,10,19.31
23.0,13.27,2.25,1,2,22.96
23.0,13.27,2.25,1,3,14.85
23.0,13.27,2.25,1,5,28.42
23.0,13.27,2.25,1,7,28.43
23.0,13.27,2.25,1,8,23.55
23.0,13.27,2.25,1,9,6.76
23.0,13.27,2.25,1,10,22.08
23.0,13.27,2.25,2,7,21.11
23.0,13.27,2.25,2,9,19.08
23.0,13.27,2.25,2,10,28.9
23.0,13.27,2.25,3,5,22.59
23.0,13.27,2.25,3,6,26.8
23.0,13.27,2.25,3,8,18.09
23.0,13.27,2.25,3,9,19.73
23.0,13.27,2.25,3,10,25.14
23.0,13.27,2.25,4,7,15.92
23.0,13.27,2.25,4,8,18.83
23.0,13.27,2.25,4,10,11.33
23.0,13.27,2.25,5,6,24.57
23.0,13.27,2.25,5,9,25.63
23.0,13.27,2.25,7,8,19.62
23.0,13.27,2.25,7,10,10.67
23.0,13.27,2.25,8,10,8.73
28.8,24.19,0.93,0,1,10.9
28.8,24.19,0.93,0,2,27.81
28.8,24.19,0.93,0,3,5.98
28.8,24.19,0.93,0,5,22.38
28.8,24.19,0.93,0,7,23.66
28.8,24.19,0.93,0,8,14.08
28.8,24.19,0.93,0,9,17.24
28.8,24.19,0.93,0,10,16.97
28.8,24.19,0.93,1,2,19.58
28.8,24.19,0.93,1,3,14.46
28.8,24.19,0.93,1,5,22.46
28.8,24.19,0.93,1,7,25.61
28.8,24.19,0.93,1,8,21.69
28.8,24.19,0.93,1,9,7.03
28.8,24.19,0.93,1,10,24.22
28.8,24.19,0.93,2,7,18.26
28.8,24.19,0.93,2,9,19.19
28.8,24.19,0.93,2,10,29.67
28.8,24.19,0.93,3,5,20.81
28.8,24.19,0.93,3,6,25.73
28.8,24.19,0.93,3,8,16.17
28.8,24.19,0.93,3,9,16.03
28.8,24.19,0.93,3,10,27.02
28.8,24.19,0.93,4,7,14.23
28.8,24.19,0.93,4,8,18.46
28.8,24.19,0.93,4,10,10.14
28.8,24.19,0.93,5,6,18.88
28.8,24.19,0.93,5,9,24.17
28.8,24.19,0.93,7,8,16.08
28.8,24.19,0.93,7,10,11.14
28.8,24.19,0.93,8,10,8.21
13.3,27.92,2.39,0,1,13.16
13.3,27.92,2.39,0,2,34.26
13.3,27.92,2.39,0,3,7.72
13.3,27.92,2.39,0,5,29.65
13.3,27.92,2.39,0,7,29.71
13.3,27.92,2.39,0,8,20.09
13.3,27.92,2.39,0,9,22.5
13.3,27.92,2.39,0,10,23.94
13.3,27.92,2.39,1,2,26.43
13.3,27.92,2.39,1,3,18.02
13.3,27.92,2.39,1,5,30.05
13.3,27.92,2.39,1,7,31.09
13.3,27.92,2.39,1,8,29.29
13.3,27.92,2.39,1,9,8.38
13.3,27.92,2.39,1,10,26.42
13.3,27.92,2.39,2,7,23.89
13.3,27.92,2.39,2,9,23.31
13.3,27.92,2.39,2,10,37.85
13.3,27.92,2.39,3,5,27.96
13.3,27.92,2.39,3,6,32.75
13.3,27.92,2.39,3,8,19.71
13.3,27.92,2.39,3,9,21.05
13.3,27.92,2.39,3,10,31.17
13.3,27.92,2.39,4,7,21.67
13.3,27.92,2.39,4,8,19.94
13.3,27.92,2.39,4,10,13.51
13.3,27.92,2.39,5,6,29.6
13.3,27.92,2.39,5,9,27.72
13.3,27.92,2.39,7,8,24.14
13.3,27.92,2.39,7,10,14.69
13.3,27.92,2.39,8,10,10.49
44.8,26.15,3.01,0,1,10.04
44.8,26.15,3.01,0,2,30.14
44.8,26.15,3.01,0,3,5.98
44.8,26.15,3.01,0,5,23.86
44.8,26.15,3.01,0,7,24.04
44.8,26.15,3.01,0,8,18.46
44.8,26.15,3.01,0,9,17.63
44.8,26.15,3.01,0,10,18.32
44.8,26.15,3.01,1,2,21.26
44.8,26.15,3.01,1,3,12.42
44.8,26.15,3.01,1,5,23.84
44.8,26.15,3.01,1,7,26.92
44.8,26.15,3.01,1,8,24.3
44.8,26.15,3.01,1,9,6.48
44.8,26.15,3.01,1,10,23.92
44.8,26.15,3.01,2,7,17.06
44.8,26.15,3.01,2,9,18.16
44.8,26.15,3.01,2,10,32.95
44.8,26.15,3.01,3,5,20.99
44.8,26.15,3.01,3,6,27.61
44.8,26.15,3.01,3,8,17.88
44.8,26.15,3.01,3,9,14.91
44.8,26.15,3.01,3,10,22.43
44.8,26.15,3.01,4,7,17.61
44.8,26.15,3.01,4,8,15.94
44.8,26.15,3.01,4,10,12.21
44.8,26.15,3.01,5,6,21.32
44.8,26.15,3.01,5,9,21.28
44.8,26.15,3.01,7,8,17.85
44.8,26.15,3.01,7,10,11.96
44.8,26.15,3.01,8,10,8.24
41.1,52.14,1.86,0,1,11.48
41.1,52.14,1.86,0,2,35.6
41.1,52.14,1.86,0,3,6.44
41.1,52.14,1.86,0,5,26.19
41.1,52.14,1.86,0,7,29.68
41.1,52.14,1.86,0,8,19.14
41.1,52.14,1.86,0,9,19.29
41.1,52.14,1.86,0,10,18.52
41.1,52.14,1.86,1,2,24.28
41.1,52.14,1.86,1,3,14.39
41.1,52.14,1.86,1,5,25.57
41.1,52.14,1.86,1,7,25.92
41.1,52.14,1.86,1,8,24.34
41.1,52.14,1.86,1,9,6.89
41.1,52.14,1.86,1,10,27.2
41.1,52.14,1.86,2,7,20.71
41.1,52.14,1.86,2,9,18.35
41.1,52.14,1.86,2,10,32.05
41.1,52.14,1.86,3,5,23.9
41.1,52.14,1.86,3,6,30.38
41.1,52.14,1.86,3,8,15.66
41.1,52.14,1.86,3,9,17.15
41.1,52.14,1.86,3,10,27.87
41.1,52.14,1.86,4,7,18.59
41.1,52.14,1.86,4,8,20.1
41.1,52.14,1.86,4,10,11.92
41.1,52.14,1.86,5,6,21.79
41.1,52.14,1.86,5,9,24.03
41.1,52.14,1.86,7,8,19.24
41.1,52.14,1.86,7,10,11.39
41.1,52.14,1.86,8,10,8.06
61.8,9.39,0.57,0,1,6.51
61.8,9.39,0.57,0,2,16.27
61.8,9.39,0.57,0,3,4.4
61.8,9.39,0.57,0,5,17.98
61.8,9.39,0.57,0,7,15.77
61.8,9.39,0.57,0,8,8.93
61.8,9.39,0.57,0,9,11.47
61.8,9.39,0.57,0,10,12.09
61.8,9.39,0.57,1,2,12.65
61.8,9.39,0.57,1,3,9.06
61.8,9.39,0.57,1,5,17.16
61.8,9.39,0.57,1,7,16.41
61.8,9.39,0.57,1,8,14.98
61.8,9.39,0.57,1,9,4.68
61.8,9.39,0.57,1,10,16.5
61.8,9.39,0.57,2,7,13.71
61.8,9.39,0.57,2,9,12.78
61.8,9.39,0.57,2,10,16.61
61.8,9.39,0.57,3,5,13.2
61.8,9.39,0.57,3,6,15.89
61.8,9.39,0.57,3,8,10.95
61.8,9.39,0.57,3,9,11.95
61.8,9.39,0.57,3,10,15.53
61.8,9.39,0.57,4,7,9.46
61.8,9.39,0.57,4,8,12.28
61.8,9.39,0.57,4,10,7.09
61.8,9.39,0.57,5,6,14.14
61.8,9.39,0.57,5,9,16.6
61.8,9.39,0.57,7,8,12.69
61.8,9.39,0.57,7,10,6.36
61.8,9.39,0.57,8,10,5.0
36.4,54.34,2.57,0,1,14.11
36.4,54.34,2.57,0,2,37.15
36.4,54.34,2.57,0,3,6.97
36.4,54.34,2.57,0,5,28.81
36.4,54.34,2.57,0,7,27.92
36.4,54.34,2.57,0,8,21.02
36.4,54.34,2.57,0,9,21.35
36.4,54.34,2.57,0,10,20.48
36.4,54.34,2.57,1,2,25.6
36.4,54.34,2.57,1,3,14.98
36.4,54.34,2.57,1,5,24.15
36.4,54.34,2.57,1,7,26.52
36.4,54.34,2.57,1,8,25.75
36.4,54.34,2.57,1,9,7.76
36.4,54.34,2.57,1,10,26.46
36.4,54.34,2.57,2,7,22.83
36.4,54.34,2.57,2,9,18.25
36.4,54.34,2.57,2,10,32.77
36.4,54.34,2.57,3,5,28.1
36.4,54.34,2.57,3,6,33.34
36.4,54.34,2.57,3,8,20.03
36.4,54.34,2.57,3,9,21.05
36.4,54.34,2.57,3,10,29.74
36.4,54.34,2.57,4,7,19.17
36.4,54.34,2.57,4,8,22.03
36.4,54.34,2.57,4,10,11.62
36.4,54.34,2.57,5,6,22.86
36.4,54.34,2.57,5,9,29.88
36.4,54.34,2.57,7,8,20.43
36.4,54.34,2.57,7,10,14.3
36.4,54.34,2.57,8,10,9.24
28.5,13.69,2.38,0,1,10.83
28.5,13.69,2.38,0,2,29.62
28.5,13.69,2.38,0,3,6.61
28.5,13.69,2.38,0,5,26.64
28.5,13.69,2.38,0,7,25.06
28.5,13.69,2.38,0,8,16.65
28.5,13.69,2.38,0,9,18.44
28.5,13.69,2.38,0,10,18.7
28.5,13.69,2.38,1,2,21.67
28.5,13.69,2.38,1,3,12.91
28.5,13.69,2.38,1,5,24.74
28.5,13.69,2.38,1,7,25.34
28.5,13.69,2.38,1,8,25.46
28.5,13.69,2.38,1,9,7.52
28.5,13.69,2.38,1,10,26.31
28.5,13.69,2.38,2,7,18.9
28.5,13.69,2.38,2,9,17.4
28.5,13.69,2.38,2,10,31.48
28.5,13.69,2.38,3,5,21.55
